concept_id,semantic_pack,domain,english_gloss,swahili_gloss,part_of_speech,category,phrase_type,tags,notes,luo,ki,kam,luy,kal,mas,dav,tvs,som,orm,coh,dig,dug,ebu,nyf,guz,x-ke-hin,x-ke-kur,mer,orc,x-ke-pok,rra,rel,saq,x-sheng,sxb,x-ke-trk,bxk,rag,lto,sgc,niq,pko,spy,tuy
NUM_040_FORTY,numbers,numbers,forty,arobaini,number,numbers,numeric,"[""cardinal"",""tens""]",Tens digit,Piero ang'wen,M?rongo inya,Miongo inya,Kamakhumi kanne,Artam,Artam,Makumi aminya,Makumi inya,Afártan,Afurtama,Makumi inne,Mirongo mine,Mirongo nne,M?rongo inya,Makumi inne,Amakumi ane,Chalis,Amakumi anne,M?rongo inya,Afurtama,Mirongo minne,Makumi nne,Afártan,Artám,,Amakumi ane,Akumi-omon,Kamakhumi kanne,Amakumi vane,Amakumi vanne,Artam,Artam,Artam,Artam,Artam
NUM_050_FIFTY,numbers,numbers,fifty,hamsini,number,numbers,numeric,"[""cardinal"",""tens""]",Tens digit,Piero abich,M?rongo ithano,Miongo itano,Kamakhumi karano,Konom,Onom,Makumi asanu,Makumi isanu,Kónton,Shantama,Makumi tsano,Mirongo mitsano,Mirongo tsano,M?rongo ithano,Makumi tsano,Amakumi asano,Pachas,Amakumi atano,M?rongo ithano,Shantama,Mirongo mitsano,Makumi tsano,Konton,Onóm,,Amakumi atanu,Akumi-akan,Kamakhumi karano,Amakumi vatanu,Amakumi vatanu,Konom,Konom,Konom,Konom,Konom
NUM_060_SIXTY,numbers,numbers,sixty,sitini,number,numbers,numeric,"[""cardinal"",""tens""]",Tens digit,Piero auchiel,M?rongo ithathat?,Miongo thanthat?,Kamakhumi sita,Taman-wokik Lo,Tomon-on-ile,Makumi arandadu,Makumi irandadu,Líxdan,Jaatama,Makumi sita,Mirongo mitandahu,Mirongo tandahu,M?rongo ithathat?,Makumi thandahu,Amakumi asasato,Saath,Amakumi itandatu,M?rongo ithathat?,Jaatama,Mirongo mitandahu,Makumi thandahu,Lihdan,Tomon-on-ile,,Amakumi mukaga,Akumi-akan-ka-peyi,Kamakhumi sita,Amakumi mutandatu,Amakumi mutandatu,Taman-wokik Lo,Taman-wokik Lo,Taman-cho-Lo,Taman-wokik Lo,Taman-wokik Lo
NUM_070_SEVENTY,numbers,numbers,seventy,sabini,number,numbers,numeric,"[""cardinal"",""tens""]",Tens digit,Piero abiriyo,M?rongo m?gwanja,Miongo muonza,Kamakhumi saba,Taman-wokik Tisap,Tomon-on-nabishana,Makumi mfungade,Makumi mfungade,Toddobaátan,Torbatama,Makumi mfungade,Mirongo mifungahe,Mirongo fungahe,M?rongo m?gwanja,Makumi fungahe,Amakumi asabato,Sattar,Amakumi ifungate,M?rongo m?gwanja,Torbatama,Mirongo mifungahe,Makumi fungahe,Toddobatán,Tomon-on-nabishána,,Amakumi musamvu,Akumi-akan-ka-arei,Kamakhumi saba,Amakumi saba,Amakumi murunana,Taman-wokik Tisap,Taman-wokik Tisap,Taman-cho-Tisap,Taman-wokik Tisap,Taman-wokik Tisap
NUM_080_EIGHTY,numbers,numbers,eighty,themanini,number,numbers,numeric,"[""cardinal"",""tens""]",Tens digit,Piero aboro,M?rongo inyanya,Miongo nyanya,Kamakhumi munane,Taman-wokik Sisit,Tomon-on-isiet,Makumi wanya,Makumi inyanya,Siddeétan,Saddeetama,Makumi nyanya,Mirongo minane,Mirongo nane,M?rongo inyanya,Makumi nane,Amakumi anyanya,Assi,Amakumi nyanya,M?rongo inyanya,Saddeetama,Mirongo minane,Makumi nane,Siyyeetán,Tomon-on-isyét,,Amakumi munana,Akumi-akan-ka-uni,Kamakhumi munane,Amakumi munane,Amakumi munane,Taman-wokik Sisit,Taman-wokik Sisit,Taman-cho-Sisit,Taman-wokik Sisit,Taman-wokik Sisit
NUM_090_NINETY,numbers,numbers,ninety,tisini,number,numbers,numeric,"[""cardinal"",""tens""]",Tens digit,Piero ochiko,M?rongo kenda,Miongo keenda,Kamakhumi tisa,Taman-wokik Sokol,Tomon-on-naaudo,Makumi ikenda,Makumi ikenda,Sagaáshan,Sagaltama,Makumi kenda,Mirongo chenda,Mirongo chenda,M?rongo kenda,Makumi chenda,Amakumi akenda,Nabbe,Amakumi kenda,M?rongo kenda,Sagaltama,Mirongo kenda,Makumi chenda,Sagaashán,Tomon-on-naaúdo,,Amakumi kenda,Akumi-akan-ka-omon,Kamakhumi tisa,Amakumi tisa,Amakumi tisa,Taman-wokik Sokol,Taman-wokik Sokol,Taman-cho-Sokol,Taman-wokik Sokol,Taman-wokik Sokol
NUM_100_HUNDRED,numbers,numbers,hundred,mia,number,numbers,numeric,"[""cardinal"",""magnitude""]",Magnitude,Mia achiel,Igana r?mwe,Yiana ?mwe,Igana,Bokool,Igana,Mia imweri,Igana,Boqól,Dhibba,Igana mwenga,Gana mwenga,Gana mwenga,Igana r?mwe,Igana mwenga,Ria eyemo,Sau,Igana rimwi,Igana r?mwe,Dhibba,Gana mosi,Igana mwenga,Bogól,Igána,,Imyanda ibili,Akumi-ka-tomon,Mia achiel,Mia mulala,Igana lilala,Bogol,Bogol,Pokol,Bogol,Bogol
NUM_1000_THOUSAND,numbers,numbers,thousand,elfu,number,numbers,numeric,"[""cardinal"",""magnitude""]",Magnitude,Alufu achiel,Ngiri ?mwe,Ngili ?mwe,Elfu ndala,Kisiereet,Elfu nabo,Ngiri imweri,Ngiri imweri,Kún,Kuma,Ngiri mwenga,Magana kumi,Magana kumi,Ngiri ?mwe,Ngiri mwenga,Alufu eyemo,Hazaar,Eng'iri emwi,Ngiri ?mwe,Kuma,Elfu mosi,Ngiri mwenga,Kún,Elfu nabó,,Ikana limo,Elfu,Elfu ndala,Elfu mulala,Elfu ndala,Kisiereet,Kisiereet,Elif,Kisiereet,Kisiereet
GRT_001_HELLO,greetings,social_phrases,hello,habari,interjection,conversation,greeting,"[""beginner"",""common"",""greeting""]",Basic greeting,Misawa,W? mwega,N? mwa??,Mulembe,Chamgei,Supa (to young) / Entasupa (to elders),Shimboni,Mashimba,Is-ka-waran / Salaam,Akkam,Heyo,Kpashara,Zhaze,W? mwega,U dze / Heyo,Bwakire,Namaste,Buya,M??ga / Naare,Akkam,Mwaa naghea?,Zhaze,Aa'héey,Kejua / Supa,,Igake / Gatie,Nyai,,,,,,,,
GRT_002_GOOD_MORNING,greetings,social_phrases,good morning,habari ya asubuhi,phrase,conversation,greeting,"[""beginner"",""common"",""greeting""]",Morning greeting,Iyier maber?,W?ra mwega?,W? muvoo?,Bushire,Chamgei mising,Kejaa enkakenya,Wamuka nesa?,Wamuka nesa?,Subax wanaagsan,Akkam bulte?,Dzalamukadze?,Mudzalamukadze?,Mudzalamukadze?,K?r? k?thieri?,Mudzalamukadze?,Bwakire mbuya?,Suprabhat,Mwakire?,M??ga r?k?r?,Akkam bulte?,,Mudzalamukadze?,,Serian iteperie,,Vukieye / Wukiere,Ejok,,,,,,,,
GRT_003_HOW_ARE_YOU,greetings,social_phrases,how are you?,habari yako?,phrase,conversation,greeting,"[""beginner"",""common"",""question""]",Inquiry greeting,Idhi nade?,?horo waku?,?voo waku?,Oriena?,Yamonei?,Ira supat?,Unadi?,Unadi?,See tahay?,Akkam jirtu?,U dze?,U dze?,U dze?,?horo waku?,U dze?,Igwaki? / Naki?,Kaise ho?,Orakire?,?kari at?a?,Akkam jirta?,Poisho?,U dze?,,Aji itiu iye?,,Ogi igake?,,,,,,,,,
GRT_004_I_AM_FINE,greetings,social_phrases,I am fine,niko sawa,phrase,conversation,response,"[""beginner"",""common"",""response""]",Response to greeting,Adhi maber,Nd? mwega,N? m?voo,Nendiomulamu,Achamgei / Mamogi,Kara supat,Nadichao,Nadishao,Waan ladnahay,Nagaa / Dansa,Ni mndzima,Ni mndzima,Ni mndzima,Nd? mwega,Ni mndzima,Nd? mwega,Main thik hoon,Ndarekere,Nd? ?mwega,Nagaa dha,Poisho nyoman,Ni mndzima,,Keisidai,,Ndagia Vuroothu,,,,,,,,,
GRT_005_THANK_YOU,greetings,social_phrases,thank you,asante,interjection,conversation,politeness,"[""beginner"",""common"",""essential""]",Expression of gratitude,Erokamano,Niwega,N? m?vea,Wanyala / Nasia,Kongoi,Ashe,Washu mbe,Washu mbe,Waad mahadsantahay,Galatoomi,Ratsankulume,Ratsankulume,Ratsankulume,Niwega,Ratsankulume,Mbuya mono,Shukriya,Mbuya muno,Ibwega / Ekaa,Galatoomi,,Ratsankulume,,Ashe,,,,,,,,,,,
GRT_006_SORRY,greetings,social_phrases,sorry,pole,interjection,conversation,politeness,"[""beginner"",""common"",""essential""]",Apology or sympathy,Ng’uono,Pole,Pole,Kalaa / Pole,Mutyo,Pole,Pole,Pole,iga raali ahaw,Dhiifama,Pole,Pole,Pole,Pole,Pole,Pole,Maaf kijiye,Pole,Shililia / Pole,Dhiifama,,Pole,,Tapalikaaki,,Pole,,,,,,,,,
GRT_007_WELCOME,greetings,social_phrases,welcome,karibu,interjection,conversation,greeting,"[""beginner"",""common"",""hospitality""]",Welcome greeting,Karibu,?ka mwega,?ka nesa,Karibu,Karibu,Karibu,Karibu,Karibu,Soo dhawoow,Anaadhufu,Karibu,Karibu,Karibu,Karibu,Karibu,Karibu,Karibu / Swagat,Karibu,Karib?,Baga nagaan dhufte!,Karibu,Karibu,,Karibu,,Karibu,,,,,,,,,
GRT_008_GOODBYE,greetings,social_phrases,goodbye,kwaheri,interjection,conversation,farewell,"[""beginner"",""common"",""farewell""]",Departure greeting,Oriti,Tigwo na wega,Enda nesa,Khukhani khandi,Seiseri,Olesere,Kwenda nesa,Kwenda nesa,Nabad gelyo,Nagaan,Kwaheri,Kwaheri,Kwaheri,Tigwo na wega,Kwaheri,Tigwo n’omoguo,Alvida / Phir milenge,Tigwa n’omoguo,Tigwa bwega,Nagaatti,,Kwaheri,,Ikidua,,Tuwonane lunyima,,,,,,,,,
GRT_009_WHAT_IS_YOUR_NAME,greetings,social_phrases,what is your name?,jina lako nani?,phrase,conversation,question,"[""beginner"",""common"",""question""]",Name inquiry,Nyingi ng’a?,W?tagwo at?a?,W?tagwa ata?,Lisina lio nina?,Nee kainenyi?,Kaji eji?,Uitwa ni?,Uitwa ni?,Magacaa?,Maqaan kee eennu?,Dzina rako nani?,Dzina rako nani?,Dzina rako nani?,W?tagwo at?a?,Dzina rako nani?,Rigeta r?ao n’er?e?,Aapka naam kya hai?,Riitwa riao n’erenge?,?r?twa at?a?,Maqaan kee eennu?,,Dzina rako nani?,,Kijuai nkarna?,,,,,,,,,,,
GRT_010_MY_NAME_IS,greetings,social_phrases,my name is,jina langu ni,phrase,conversation,response,"[""beginner"",""common"",""introduction""]",Name introduction,Nyinga en...,Nj?tagwo...,Nj?tagwa...,Lisina lianje ni...,Kainennyu ko...,Kaji nanu...,Netwa...,Netwa...,Magacaygu waa...,Maqaan koo...,Dzina rangu ni...,Dzina rangu ni...,Dzina rangu ni...,Nj?tagwo...,Dzina rangu ni...,Rigeta r?ane n’...,Mera naam... hai,Riitwa riane n’...,Nj?tagwo...,Maqaan koo...,,Dzina rangu ni...,,Kaaji nanu nkarna...,,,,,,,,,,,
GRT_011_EXCUSE_ME,greetings,social_phrases,excuse me,pole pole,phrase,conversation,politeness,"[""beginner"",""common"",""politeness""]",Polite attention-getter,Akucha,Njokera,Ngethe,Mukwai,,Tuaku,Ngethe,Ngethe,iga raali ahaw,Maaloo,Ngethe,Ngethe,Ngethe,Atat?,Ngethe,Atat?,Suniye,Atat?,Atat?,Dhiifama,,Ngethe,,Tapalikaaki,,,,,,,,,,,
GRT_012_PLEASE,greetings,social_phrases,please,tafadhali,interjection,conversation,politeness,"[""beginner"",""common"",""politeness""]",Polite request marker,Ase,Ndak?thaitha,Mwa,Samahani,,,Mwa,Mwa,Fadlan,Maaloo,Mwa,Mwa,Mwa,Ndak?thaitha,Mwa,Ta kwanera,Kripya,Ta kwanera,Ntethia bai,Maaloo,,Mwa,,Aateleja,,,,,,,,,,,
KIN_001_FATHER,kinship,family,father,baba,noun,family,,"[""core"",""kinship"",""male""]",Male parent,Wuon,Baba,Tata,Papa / Tata,Baba,Papaa,Baba,Baba,Aabe,Abbaa,Baba,Baba,Baba,Baba,Baba,Baba,Pitaji / Baap,,Baba,,,,,Baba,Msee / Mzae,,Apese,Tata,Baba,,Baba,Baba,Paf,Baba,Baba
KIN_002_MOTHER,kinship,family,mother,mama,noun,family,,"[""core"",""kinship"",""female""]",Female parent,Min,Maitu,Mwaitu,Mama,Mama,Enana,Mama,Mama,Hooyo,Haadha,Mama,Mama,Mama,Mama,Mama,Mama,Maa / Mata,,Mama,,,,,Mama,Mami / Mzae,,Akwi,Mama,Mama,,Mama,Mama,Mam,Mama,Mama
KIN_003_BROTHER,kinship,family,brother,kaka,noun,family,,"[""core"",""kinship"",""male""]",Male sibling,Owadwa,M?r? wa ita,M?tie wangu,Om?khasi / Omunyali,Soiyet,Oloikie,Ndugu,Ndugu,Walaal,Obboleessa,Ndugu wa kiume,Ndugu wa kiume,Ndugu wa kiume,M?r? wa ita,Ndugu wa kiume,Omonto omorumo,Bhai,,M?r? wa ita,,,,,Nkamurat,Buda / Bro,,Napolon,Omûkhasi,Ndugu wa kiume,,Soiyet,Soiyet,,,
KIN_004_SISTER,kinship,family,sister,dada,noun,family,,"[""core"",""kinship"",""female""]",Female sibling,Nyamin,M?ir?tu wa ita,Mwanake wangu,Omûkhasi,Soiyet che kiche,Enaiposha,Ndugu wa kike,Ndugu wa kike,Walaal,Obboleettii,Ndugu wa kike,Ndugu wa kike,Ndugu wa kike,M?ir?tu wa ita,Ndugu wa kike,Omonto omogichiani,Behen,,M?ir?tu wa ita,,,,,Nkamurai,Sista / Dada,,,Omûkhasi,Ndugu wa kike,,,,,,
KIN_005_SON,kinship,family,son,mtoto wa kiume,noun,family,,"[""core"",""kinship"",""male""]",Male child,Wuoda,M?r? wakwa,Mwanangu wa kiume,Omwana omukhasi,Lakwet,Olayiani,Mwanangu wa kiume,Mwanangu wa kiume,Wiil,Ilma,Mwana wa kiume,Mwana wa kiume,Mwana wa kiume,M?r? wakwa,Mwana wa kiume,Omwana omorumo,Beta,,M?r? wakwa,,,,,Nkera,Mtoto wa kiume,,,Omwana omukhasi,Mwana wa kiume,,,,,,
KIN_006_DAUGHTER,kinship,family,daughter,mtoto wa kike,noun,family,,"[""core"",""kinship"",""female""]",Female child,Nyara,M?ir?tu wakwa,Mwanangu wa kike,Omwana omukali,Lakwet che kiche,Entito,Mwanangu wa kike,Mwanangu wa kike,Gabadh,Intala,Mwana wa kike,Mwana wa kike,Mwana wa kike,M?ir?tu wakwa,Mwana wa kike,Omwana omogichiani,Beti,,M?ir?tu wakwa,,,,,Nkerai,Mtoto wa kike,,,Omwana omukali,Mwana wa kike,,,,,,
KIN_007_CHILD,kinship,family,child,mtoto,noun,family,,"[""core"",""kinship""]",Young person,Nyithindo,Mwana,Mwana,Omwana,Lakwet,Enkerai,Mwana,Mwana,Cunug,Daa,Mwana,Mwana,Mwana,Mwana,Mwana,Omwana,Bacha,,Mwana,,,,,Nkerai,Mwanangu / Mtoi,,Ekwee,Omwana,Mwana,,Lakwet,Lakwet,,,Lakwet
KIN_008_GRANDFATHER,kinship,family,grandfather,babu,noun,family,,"[""kinship"",""elder""]",Paternal/maternal grandfather,Kwaro,G?g?,Umau,Kokha,Kogo,Kokoó,Babu,Babu,Awoowe,Akaakayyoo,Babu,Babu,Babu,G?g?,Babu,Omogocha,Dada / Nana,,G?k?,,,,,Kokoroi,Babu,,,Kokha,Babu,,Kogo,Kogo,,,Kogo
KIN_009_GRANDMOTHER,kinship,family,grandmother,nyanya,noun,family,,"[""kinship"",""elder""]",Paternal/maternal grandmother,Dayo,G?c?,Umau,Kokha,Kogo,Kokoó,Bibi,Bibi,Ayeeyo,Akaakayyoo,Bibi,Bibi,Bibi,G?c?,Bibi,Omokoro,Nani / Dadi,,G?c?,,,,,Kokoroi,Nyanya,,,Kokha,Bibi,,Kogo,Kogo,,,Kogo
KIN_010_HUSBAND,kinship,family,husband,mume,noun,family,,"[""kinship"",""spouse""]",Married male partner,Chuora,M?menyeri wakwa,M?menyeri wangu,Omwami wange,Kimwa,Enkiama,Mume wangu,Mume wangu,Ninkayga,Abbaan warraa,Mume,Mume,Mume,M?menyeri wakwa,Mume,Omogaaka,Pati / Shohar,,M?menyeri wakwa,,,,,Olkiteng,Babe / Dado,,,Omwami,Mume,,,,,,
KIN_011_WIFE,kinship,family,wife,mke,noun,family,,"[""kinship"",""spouse""]",Married female partner,Mienda,M?tumia wakwa,M?tumia wangu,Omukali wange,Kiptalam,Enkiama,Mke wangu,Mke wangu,Naag,Haadha warraa,Mke,Mke,Mke,M?tumia wakwa,Mke,Omogocha,Patni / Biwi,,M?tumia wakwa,,,,,Enkiama,Bibi / Dem,,,Omukali,Mke,,,,,,
KIN_012_FRIEND,kinship,family,friend,rafiki,noun,family,,"[""kinship"",""social""]",Close companion,Osiepna,M?rata,M?rata,Omûliranwa,Chepcheta,Osiepei,Rafiki,Rafiki,Saaxiib,Hiriyaa,Rafiki,Rafiki,Rafiki,M?rata,Rafiki,Omokora,Dost / Yaar,,M?rata,,,,,Nkamurai,Msee / Mfriend,,,Omûliranwa,Rafiki,,,,,,
KIN_013_UNCLE,kinship,family,uncle,mjomba,noun,family,,"[""kinship""]",Paternal/maternal uncle,Wuonwa,M?hiki,M?hiki,Omukasa,Kibuyot,Olkiama,Mjomba,Mjomba,Adeer,Angafa,Mjomba,Mjomba,Mjomba,M?hiki,Mjomba,Omogaka,Chacha / Mama,,M?hiki,,,,,,Mjomba,,,Omukasa,Mjomba,,,,,,
KIN_014_AUNT,kinship,family,aunt,shangazi,noun,family,,"[""kinship""]",Paternal/maternal aunt,Miyo,Msipukani,Msipukani,Omuka,Kibuyotap kiche,Enaiposha,Shangazi,Shangazi,Eddo,Obboletti,Shangazi,Shangazi,Shangazi,Senge,Shangazi,Omokoro,Chachi / Mausi,,Senge,,,,,,Shangazi,,,Omuka,Shangazi,,,,,,
KIN_015_NEIGHBOR,kinship,family,neighbor,jirani,noun,family,,"[""kinship"",""social""]",Person living nearby,Jabedo,M?ciiar?,M?ti? wa th?,Omûliranwa,Cheptai,Olkiama,Jirani,Jirani,Xaafad,Ollaa,Jirani,Jirani,Jirani,M?ciiar?,Jirani,Omokiamatata,Padosi,,M?ciiar?,,,,,,Jirani,,,Omûliranwa,Jirani,,,,,,
HLT_001_HEAD,health,body,head,kichwa,noun,health,,"[""body"",""core""]",Upper body part,Wich,M?twe,M?twe,Omutwe,Kweet,Engare,Kichwa,Kichwa,Madax,Mataa,Kichwa,Kichwa,Kichwa,M?twe,Kichwa,Omosesa,Sar,,M?twe,,,,,Engolong,Kichwa / Dôme,,Apuro,Omutwe,Kichwa,,Kweet,Kweet,Akwaar,Kweet,Kweet
HLT_002_EYE,health,body,eye,jicho,noun,health,,"[""body"",""core""]",Organ of sight,Wang',Itho,?tho,Eliho,Moek,Enkiama,Jicho,Jicho,Il,Ija,Jicho,Jicho,Jicho,?tho,Jicho,Eriiso,Ankh,,?tho,,,,,Enkit,Macho,,Ekapu,Eliho,Jicho,,Moek,Moek,Aker,Moek,Moek
HLT_003_NOSE,health,body,nose,pua,noun,health,,"[""body"",""core""]",Organ of smell,Um,Iny?,?ny?,Inywe,Nguung,Enkiama,Pua,Pua,San,Funyoo,Pua,Pua,Pua,?ny?,Pua,Empua,Naak,,?ny?,,,,,Nkuuo,Pua,,Ekudu,Inywe,Pua,,Nguung,Nguung,,Nguung,Nguung
HLT_004_MOUTH,health,body,mouth,kinywa,noun,health,,"[""body"",""core""]",Oral cavity,Dhok,Kanua,Kanua,Olunwa,Nguut,Enkiama,Mdomo,Mdomo,Afka,Afaan,Mdomo,Mdomo,Mdomo,Kanua,Mdomo,Omonwa,Munh,,Kanua,,,,,Enkiama,Mdomo,,Ngikapur,Olunwa,Mdomo,,Nguut,Nguut,,Nguut,Nguut
HLT_005_HAND,health,body,hand,mkono,noun,health,,"[""body"",""core""]",Upper limb extremity,But,Guoko,?kono,Omukono,Ngalek,Enkiama,Mkono,Mkono,Gacanka,Harka,Mkono,Mkono,Mkono,Guoko,Mkono,Omokono,Haath,,Guoko,,,,,Enkiama,Mkono,,Ngakimuj,Omukono,Mkono,,Ngalek,Ngalek,Ngkol,Ngalek,Ngalek
HLT_006_LEG,health,body,leg,mguu,noun,health,,"[""body"",""core""]",Lower limb extremity,Tielo,K?g?r?,K?g?r?,Okugulu,Ng'etit,Enkiama,Mguu,Mguu,Lug,Luka,Mguu,Mguu,Mguu,K?g?r?,Mguu,Okogoro,Taang,,K?g?r?,,,,,Enkiama,Mguu,,Ekuron,Okugulu,Mguu,,Ng'etit,Ng'etit,,Ng'etit,Ng'etit
HLT_007_FOOT,health,body,foot,kiguu,noun,health,,"[""body"",""core""]",Lowest body part,Tielo,Ruui,Ru?,Okugulu,Suk,Enkiama,Mguu / Ukweli,Mguu,Cagaha,Miila,Mguu,Mguu,Mguu,Ruui,Mguu,Okogoro okogaato,Paer,,Ruui,,,,,,Mguu,,,Okugulu,Mguu,,,,,,
